t_end,median_delta_extent,extent_q025,extent_q975,median_delta_fni,fni_q025,fni_q975,mean_mismatch_probability
7,0.25,-0.75,1.5,0.10741711309,-0.5196222615827812,0.7796870912337498,0.08984375
14,1.0,-1.30625,4.0,0.43053127842499994,-0.8259973895399721,1.925891898092497,0.13916015625
28,5.5,-1.0,21.55624999999999,2.0912153525875,-1.1049467173005,8.66014108899373,0.1064453125
42,12.5,-0.25,57.418749999999974,5.1573370037499995,-0.6860635012483749,26.429586549499906,0.0625
56,19.875,-0.3062499999999999,104.4249999999999,9.526038100787499,-1.5236922866695,58.10211296999998,0.0478515625
