dataset,contrast,split,first_half_g,second_half_g
GSE43261,Ventral dentate gyrus,76,-0.3291289194401752,0.9154829306352823
GSE43261,Ventral dentate gyrus,77,-0.2658218805510122,0.7591317042119909
GSE43261,Ventral dentate gyrus,78,0.44593352042432255,0.29704179482903936
GSE43261,Ventral dentate gyrus,79,0.740009678572383,-0.2720630038034868
GSE43261,Ventral dentate gyrus,80,0.23958216069626764,0.5739048567434792
GSE43261,Ventral dentate gyrus,81,-0.09275171508571312,0.8960740500910261
GSE43261,Ventral dentate gyrus,82,0.5740403558779923,0.08753056275974799
GSE43261,Ventral dentate gyrus,83,0.6474633700632234,0.11604809801936306
GSE43261,Ventral dentate gyrus,84,0.4382859536842084,0.28805674703651474
GSE43261,Ventral dentate gyrus,85,0.08963649394501703,0.5887011095173339
GSE43261,Ventral dentate gyrus,86,0.3620428516761711,0.42724162620959494
GSE43261,Ventral dentate gyrus,87,0.881406328714693,-0.2479220206690342
GSE43261,Ventral dentate gyrus,88,0.7357509770434678,-0.02601051437549891
GSE43261,Ventral dentate gyrus,89,0.5359847541103641,0.316944048634881
GSE43261,Ventral dentate gyrus,90,0.06850967380732037,0.6217040542842495
GSE43261,Ventral dentate gyrus,91,0.5636100396166082,0.15420928286785007
GSE43261,Ventral dentate gyrus,92,0.3886678879847888,0.38550798426681576
GSE43261,Ventral dentate gyrus,93,0.7969847719144568,0.14675380066953714
GSE43261,Ventral dentate gyrus,94,0.4268258558103572,0.3993353849056733
GSE43261,Ventral dentate gyrus,95,0.23584876824118978,0.5481452155210498
GSE43261,Ventral dentate gyrus,96,0.7972891546691829,-0.08620807476044196
GSE43261,Ventral dentate gyrus,97,0.42917736735029066,0.2707957573909633
GSE43261,Ventral dentate gyrus,98,0.15973702720544494,0.5652692070088534
GSE43261,Ventral dentate gyrus,99,0.6773757942096545,-0.08674795382954731
GSE43261,Ventral dentate gyrus,100,0.7671095522722942,-0.03810410773020598
GSE43261,Ventral dentate gyrus,101,0.3306848350369691,0.40544067985756704
GSE43261,Ventral dentate gyrus,102,0.09677955951406338,0.6015868499164049
GSE43261,Ventral dentate gyrus,103,0.12902894733192838,0.47321917816410664
GSE43261,Ventral dentate gyrus,104,0.2803501354479284,0.4352150237378609
GSE43261,Ventral dentate gyrus,105,0.0549943099748507,0.6270870676787763
GSE43261,Ventral dentate gyrus,106,0.35054828503278,0.39080744258173394
GSE43261,Ventral dentate gyrus,107,0.6027267062081254,0.1670862342249279
GSE43261,Ventral dentate gyrus,108,0.1610686215261997,0.6561272393205254
GSE43261,Ventral dentate gyrus,109,0.41730070778902023,0.3720582595251988
GSE43261,Ventral dentate gyrus,110,0.6290122754140701,0.15859110931944528
GSE43261,Ventral dentate gyrus,111,0.23918882456800658,0.5045730275616565
GSE43261,Ventral dentate gyrus,112,0.20689160677045623,0.4507420653014399
GSE43261,Ventral dentate gyrus,113,0.36153523722137987,0.442974617016066
GSE43261,Ventral dentate gyrus,114,0.4677913121797666,0.21972760259468604
GSE43261,Ventral dentate gyrus,115,0.12367153861010291,0.6846480136273092
GSE43261,Ventral dentate gyrus,116,0.6340075470431261,0.13665015566253058
GSE43261,Ventral dentate gyrus,117,0.4346809868686802,0.2641907360328981
GSE43261,Ventral dentate gyrus,118,0.3947383348851015,0.34232362712946923
GSE43261,Ventral dentate gyrus,119,0.11024204246651172,0.7788618285428428
GSE43261,Ventral dentate gyrus,120,0.8896514453502675,-0.13662300050488035
GSE43261,Ventral dentate gyrus,121,0.21795397068377817,0.5739933427071154
GSE43261,Ventral dentate gyrus,122,0.831085572631599,0.19948742169214587
GSE43261,Ventral dentate gyrus,123,0.40768602878746957,0.4044191860793399
GSE43261,Ventral dentate gyrus,124,0.812851722117078,-0.04650096590093131
GSE43261,Ventral dentate gyrus,125,-0.3355601272238386,0.9208481276530568
GSE43261,Ventral dentate gyrus,126,-0.08822659856573445,0.8538734323412741
GSE43261,Ventral dentate gyrus,127,0.7898224949128351,-0.13065689681360562
GSE43261,Ventral dentate gyrus,128,0.23724267624753026,0.6956965839339111
GSE43261,Ventral dentate gyrus,129,0.32217526975184,0.4578950078372542
GSE43261,Ventral dentate gyrus,130,0.8530323281706333,-0.09377020577453211
GSE43261,Ventral dentate gyrus,131,0.4078775611181242,0.26654264464599414
GSE43261,Ventral dentate gyrus,132,0.20187845860821724,0.5363850585122688
GSE43261,Ventral dentate gyrus,133,0.16984231476550926,0.5508281482399081
GSE43261,Ventral dentate gyrus,134,0.85620944856943,-0.34995908470154546
GSE43261,Ventral dentate gyrus,135,-0.2139388554277985,0.980420116285465
GSE43261,Ventral dentate gyrus,136,0.5091307759958045,0.19306010471305254
GSE43261,Ventral dentate gyrus,137,0.11793625711902486,0.604226895537622
GSE43261,Ventral dentate gyrus,138,0.26050261591695173,0.6152685128841139
GSE43261,Ventral dentate gyrus,139,0.5843421661840678,0.16849328299329633
GSE43261,Ventral dentate gyrus,140,0.040967162807441726,0.8123662148622078
GSE43261,Ventral dentate gyrus,141,0.651052848368025,0.17948655424352325
GSE43261,Ventral dentate gyrus,142,0.40877496915094114,0.28607003899094074
GSE43261,Ventral dentate gyrus,143,0.09191160318389346,0.591057305407762
GSE43261,Ventral dentate gyrus,144,0.4057116591497959,0.33554468410465865
GSE43261,Ventral dentate gyrus,145,0.7810390925826666,0.06286080891973429
GSE43261,Ventral dentate gyrus,146,0.6939885457167408,-0.04216288216455137
GSE43261,Ventral dentate gyrus,147,0.36750530910538437,0.47530184177928986
GSE43261,Ventral dentate gyrus,148,0.17803554994894544,0.681349176457882
GSE43261,Ventral dentate gyrus,149,0.5071762962363892,0.15432911480656752
GSE43261,Ventral dentate gyrus,150,0.550156715134019,0.1899737730125188
GSE43261,Ventral dentate gyrus,151,0.557691924790663,0.15844124453655778
GSE43261,Ventral dentate gyrus,152,0.589086209182564,0.09309417897850239
GSE43261,Ventral dentate gyrus,153,-0.09388876006727687,0.9670606260584631
GSE43261,Ventral dentate gyrus,154,0.8587404892829816,0.015944619792597658
GSE43261,Ventral dentate gyrus,155,0.5466741630677439,-0.0068794577686295795
GSE43261,Ventral dentate gyrus,156,0.7254852668816228,-0.038375639347142755
GSE43261,Ventral dentate gyrus,157,-0.11317263293107707,0.8214541489204541
GSE43261,Ventral dentate gyrus,158,0.35098832414181835,0.4498130979550764
GSE43261,Ventral dentate gyrus,159,0.351112987658541,0.43216530636469636
GSE43261,Ventral dentate gyrus,160,0.29271753544737233,0.506684010208312
GSE43261,Ventral dentate gyrus,161,0.03976823036886417,0.7433056630472615
GSE43261,Ventral dentate gyrus,162,0.438888120359176,0.2262210122288088
GSE43261,Ventral dentate gyrus,163,0.08079324921601086,0.854210056107018
GSE43261,Ventral dentate gyrus,164,0.2754182937097045,0.4949657260411209
GSE43261,Ventral dentate gyrus,165,0.24980238900065982,0.5269573748319921
GSE43261,Ventral dentate gyrus,166,-0.12356877340696729,1.0500682556792678
GSE43261,Ventral dentate gyrus,167,0.25145848366118234,0.5099209560462068
GSE43261,Ventral dentate gyrus,168,-0.04833973594282608,0.6915765748179948
GSE43261,Ventral dentate gyrus,169,0.5394278742531174,0.11103803144577754
GSE43261,Ventral dentate gyrus,170,0.836016799871306,0.05498991433262432
GSE43261,Ventral dentate gyrus,171,-0.3196387476923748,1.064771148007952
GSE43261,Ventral dentate gyrus,172,0.5839379632636786,0.1328257271181005
GSE43261,Ventral dentate gyrus,173,0.07428132857618276,0.7762381603947839
GSE43261,Ventral dentate gyrus,174,0.24341902770252635,0.5546143733662741
GSE43261,Ventral dentate gyrus,175,1.1496800818856125,-0.13755753267631388
GSE43261,Ventral dentate gyrus,176,0.5147230633558078,0.26215426462958524
GSE43261,Ventral dentate gyrus,177,0.20494223848924364,0.526113270678758
GSE43261,Ventral dentate gyrus,178,0.22131411075739535,0.5608362931975207
GSE43261,Ventral dentate gyrus,179,0.17132405208743925,0.6458965366880837
GSE43261,Ventral dentate gyrus,180,0.0008790006897145095,0.715904539630879
GSE43261,Ventral dentate gyrus,181,0.4770653871591231,0.31934789005312164
GSE43261,Ventral dentate gyrus,182,0.6603637595835408,0.04925834949515267
GSE43261,Ventral dentate gyrus,183,0.849105533408283,-0.017832470300139344
GSE43261,Ventral dentate gyrus,184,0.3338507284096156,0.48114120860976345
GSE43261,Ventral dentate gyrus,185,0.23592349388372313,0.48073261130392725
GSE43261,Ventral dentate gyrus,186,0.31255424328022935,0.48572028022043634
GSE43261,Ventral dentate gyrus,187,0.38917402775182475,0.350141555991397
GSE43261,Ventral dentate gyrus,188,0.8572469624676785,0.12806155529944369
GSE43261,Ventral dentate gyrus,189,0.8314355893946183,-0.08981943109569188
GSE43261,Ventral dentate gyrus,190,-0.14697643295743057,0.7975347442286171
GSE43261,Ventral dentate gyrus,191,1.0720710309741386,-0.06402304482359739
GSE43261,Ventral dentate gyrus,192,0.21554179577164936,0.5771920702621396
GSE43261,Ventral dentate gyrus,193,0.15193224437682132,0.6170943034142222
GSE43261,Ventral dentate gyrus,194,0.7662781972961726,0.06113117450657738
GSE43261,Ventral dentate gyrus,195,0.541558165383017,0.2076918083781177
GSE43261,Ventral dentate gyrus,196,0.20404935541043123,0.6066403418996534
GSE43261,Ventral dentate gyrus,197,0.48408068171618673,0.34936733459523756
GSE43261,Ventral dentate gyrus,198,0.298437101469673,0.4789821743613189
GSE43261,Ventral dentate gyrus,199,0.5527009459031949,0.2187450131345119
