dataset,contrast,gene,effect,statistic,p_value,q_value,within_contrast_rank
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cuedc2,0.49076159888655746,9.550893424551193,0.00017462181859254598,0.7626801172147514,1.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Gna13,-1.3945017703212381,-14.460535070310849,0.00022737396399454517,0.7626801172147514,2.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cpd,-1.2154065326850747,-7.443017826500052,0.0003340796117627968,0.7626801172147514,3.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC680385,0.65408981230824,7.228049231564217,0.0003639324279101689,0.7626801172147514,4.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cox6a1,0.37398560907843326,8.243237578519057,0.0004267162318849748,0.7626801172147514,5.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Taf2,-0.8771119808838836,-9.225340728482156,0.0004727710262725887,0.7626801172147514,6.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Per3,-1.5131564541162412,-10.694743086791586,0.0005501743952105436,0.7626801172147514,7.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,RGD1311648,-1.196220876892367,-6.393535339435945,0.000761102260413071,0.7626801172147514,8.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Oxr1,-1.5025478643966648,-6.3703192431333875,0.0007761896258215328,0.7626801172147514,9.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Nars,1.310136594026033,6.3150919414027555,0.000920662415932187,0.7626801172147514,10.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC687311,1.4204193432479064,7.029598192637751,0.0009428308363411871,0.7626801172147514,11.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tex12,0.3273857906532309,5.72943434621015,0.0012299369679609914,0.7626801172147514,12.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC687864,0.38708911135385415,11.79454541567909,0.001310089300151604,0.7626801172147514,13.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cyp2d5,-0.9670975360281937,-6.074320324676074,0.0013509796580482968,0.7626801172147514,14.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rps15al4,0.8333322142589812,5.760072767413377,0.001402413000887173,0.7626801172147514,15.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Myeov2,1.4994137223050963,6.253199912893008,0.0014381318285421145,0.7626801172147514,16.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Hddc3,1.028122093135957,5.546422332174006,0.0014509074239237672,0.7626801172147514,17.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rbbp8,-0.7378101403984427,-5.680532909870629,0.0014843069512155281,0.7626801172147514,18.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tlr2,0.4180680911004291,11.289686700061228,0.0014903647875587306,0.7626801172147514,19.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06038873.1,1.1303068182993106,5.6888999551742305,0.0017135095697952101,0.7626801172147514,20.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Macf1,-0.9387482197362687,-5.225343035518551,0.0020251091263023334,0.7626801172147514,21.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rit2,-0.8905277732868464,-5.212827698639026,0.0021327745860114595,0.7626801172147514,22.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Ncor1,-1.2836671098725008,-5.571109076673297,0.0021431038022617804,0.7626801172147514,23.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Sfpq,0.7713385388639307,5.276564439746966,0.0022043223187361302,0.7626801172147514,24.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Brsk1,-1.468238260593981,-9.698210682325078,0.002328187921551557,0.7626801172147514,25.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Glyr1,-1.2718153166803423,-5.04971899644839,0.002539905928663044,0.7626801172147514,26.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Ctnnd1,-1.015860216376189,-5.671075861953229,0.0027239782359589062,0.7626801172147514,27.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Psenen,0.7133841094528185,4.923391585177857,0.0027397811888185295,0.7626801172147514,28.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Fam13a,-1.2313533270466794,-5.633501173234712,0.0028109277383601065,0.7626801172147514,29.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Emc3,1.2290890976368205,5.011983395623844,0.002901246834735473,0.7626801172147514,30.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC100363472,-0.7117777732174071,-8.918992662244586,0.0029731050728743513,0.7626801172147514,31.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Eif2b3,-1.062506165825868,-4.818407804486299,0.0030149201720952507,0.7626801172147514,32.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Nup93,0.34454223737294365,8.86698397640584,0.0030241731053471193,0.7626801172147514,33.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC100363112,-0.9991930706822401,-4.760716487966482,0.0031304295932494605,0.7626801172147514,34.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Hnrnpul1,0.9948228815381517,4.946174951285436,0.0031471795836337775,0.7626801172147514,35.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Med13l,1.2370369166622068,4.819267629130074,0.003202424806537815,0.7626801172147514,36.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Arfgef2,-1.1356653431200232,-8.596799032764977,0.0033090239339132054,0.7626801172147514,37.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Ppp2r2b,-1.2895733012265773,-4.828620450572683,0.0033401384455612644,0.7626801172147514,38.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Kcnip3,-0.5424902614175955,-4.951813653903805,0.0034541238005769007,0.7626801172147514,39.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rttn,-0.9313761384627891,-4.860182943772965,0.003511857906946734,0.7626801172147514,40.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC100911516,1.004572898333033,4.6555128174430225,0.003550747865963419,0.7626801172147514,41.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,RGD1309188,0.5886657371954569,6.022107688941209,0.0036404369487856307,0.7626801172147514,42.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Fam188b,0.8337620615325206,8.141383301336235,0.003875049025815811,0.7626801172147514,43.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Sox6,-1.4305899228886747,-6.806507214733074,0.00410609062950075,0.7626801172147514,44.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Clmn,-1.39491017652706,-5.1486090680550225,0.0042542340679456855,0.7626801172147514,45.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Depdc5,1.358760173978774,4.698796856606071,0.0042611115478069445,0.7626801172147514,46.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cgrrf1,-0.91517732240872,-4.452622542383592,0.004319060998206612,0.7626801172147514,47.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rims2,-0.9519074428341685,-4.4834680458534635,0.004435382991623102,0.7626801172147514,48.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Lgals1,0.9734921049628913,4.561534305363973,0.0044871660052322,0.7626801172147514,49.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Trappc9.1,-1.6509216306600074,-4.646033794948258,0.004509045032963938,0.7626801172147514,50.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Irak2,0.8563828615197585,4.679181932733363,0.004509228636464131,0.7626801172147514,51.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC364157,-1.594917838258421,-4.913925576462527,0.004509905438136146,0.7626801172147514,52.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Eef1e1,1.3118938693805278,5.21767519999768,0.004704503104592695,0.7626801172147514,53.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Lpp,-1.5953568796291442,-4.79593122277783,0.004712240486110081,0.7626801172147514,54.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Thoc1.1,-1.5821506760191673,-6.102591309251843,0.004886097818300592,0.7626801172147514,55.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Gnb2,1.0801507600724738,4.345491918221808,0.004967445514369387,0.7626801172147514,56.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06102847.1,1.4394632669787406,4.359075049527834,0.004992300181720716,0.7626801172147514,57.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Lrp4,-1.1440819549130372,-6.149097830959112,0.0051080158509485005,0.7626801172147514,58.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Aamdc,1.2285086408830013,5.212194276192125,0.0053749393104979195,0.7626801172147514,59.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cnot7,1.3755256336011703,4.435876785040796,0.005395641297965504,0.7626801172147514,60.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC688684,0.4634146028165464,4.58399237293173,0.005423093248505407,0.7626801172147514,61.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tcf20,-1.5019465253378195,-5.665278098258175,0.005432404821002731,0.7626801172147514,62.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rbl2,1.0782273461869845,5.298990640376,0.0055103490956147656,0.7626801172147514,63.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Sept11,1.3322537431874564,4.451918940221898,0.005593549347502965,0.7626801172147514,64.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rcan2,-0.7600469432675143,-4.202438743499254,0.005675006404374078,0.7626801172147514,65.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Sun1,1.3245325197310762,4.193683548528596,0.005725791868658107,0.7626801172147514,66.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Nbea,-1.8841773616277886,-4.237216420527299,0.005767645242607602,0.7626801172147514,67.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Ttll11,-1.2149408889629514,-6.024276946957235,0.0060715726199404305,0.7626801172147514,68.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Oasl,1.3026224284286378,6.5551880794358395,0.006367184209029207,0.7626801172147514,69.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Lrp1b.1,-0.8546075381295797,-4.064403020407945,0.006621080918002086,0.7626801172147514,70.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rpl3,0.7418673813795149,5.068507651338157,0.006774299790569317,0.7626801172147514,71.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Iqsec2,-0.7997099182329988,-4.334786993128834,0.006779572851794417,0.7626801172147514,72.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06033179.1,1.1880216642724784,4.447864010809722,0.006796518537141208,0.7626801172147514,73.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Mrps11,0.616689877526349,4.184310474942005,0.0069146050700397,0.7626801172147514,74.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06010302.1,1.0311798516020347,3.996128746778452,0.0071556875194238815,0.7626801172147514,75.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Larp4,-0.864100716137727,-6.537506491299979,0.00727463055351161,0.7626801172147514,76.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Pbdc1,-0.6140166012333728,-4.200321198515747,0.007364121556056063,0.7626801172147514,77.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC100361067,0.9878279908505322,3.9852500850910104,0.007446679733442306,0.7626801172147514,78.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Ddit3,0.6550037769811167,4.077776558511042,0.007605552861148813,0.7626801172147514,79.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Epha5,-1.374533915547332,-4.91728117330438,0.00761006097490311,0.7626801172147514,80.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Sbds,0.7142754680529102,4.1388273582649875,0.007638408602505784,0.7626801172147514,81.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Nlgn1,-0.9287997890246542,-3.9706281403018338,0.007707388120956633,0.7626801172147514,82.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Pign,-1.0000397351793313,-4.074739121058381,0.007844193048021536,0.7626801172147514,83.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Nob1,1.134900626123967,3.940518340159412,0.00792069963351148,0.7626801172147514,84.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Psmd7,1.2060788871040007,4.563273353783117,0.00794509300126328,0.7626801172147514,85.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,RGD2320734,0.9269737789042987,4.0314331707258715,0.007976932438835158,0.7626801172147514,86.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Gabrb1,-0.6344545653702163,-4.36135304130095,0.007992890140936005,0.7626801172147514,87.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Klhdc3,1.007768915472272,4.816581543573325,0.008007941514309742,0.7626801172147514,88.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Car11,-1.0740530082128719,-4.895164597558602,0.008164970396748019,0.7626801172147514,89.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Dyrk1a,-1.0719539779600291,-3.883913682276447,0.008207251326056899,0.7626801172147514,90.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Atp1b3,1.046050826005234,3.8838891703942555,0.00824540251767648,0.7626801172147514,91.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Wwox,1.3427098131335855,6.2531608172650746,0.008252128292644796,0.7626801172147514,92.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Bre,-1.3891341391413399,-4.241930439774879,0.00828104530336027,0.7626801172147514,93.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Msi2,-1.0627743698985204,-4.046980329802458,0.008302913177767057,0.7626801172147514,94.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Coq2,0.5826611898379177,6.221189115353337,0.008372601100780612,0.7626801172147514,95.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cap1,0.8271024491398311,4.012686596837802,0.008442099482441078,0.7626801172147514,96.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Scg2,0.7809972361665709,4.115199268522048,0.008671703588473561,0.7626801172147514,97.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Arhgap12,-1.2388727363816239,-4.102718171546265,0.008698542261447582,0.7626801172147514,98.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Gna14,-0.903753590749639,-4.055868593297125,0.008838443003033223,0.7626801172147514,99.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tpk1,-1.7044318381282726,-3.7942122792505715,0.009040282499459961,0.7626801172147514,100.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Mphosph6,1.2433583294749178,4.00803933909961,0.009153161570030863,0.7626801172147514,101.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Uba1,1.1436197740444496,3.7849424587452933,0.00917456247583067,0.7626801172147514,102.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC100360154,1.2426130972437635,4.406165199466804,0.00936065851530495,0.7626801172147514,103.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06039635.1,-1.3800783809377781,-3.803431689208188,0.009460992842413961,0.7626801172147514,104.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cyp51,0.8496847172064166,4.682048530900548,0.009576376042824446,0.7626801172147514,105.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Plekha6.1,-0.9770658919927855,-3.7829817202482268,0.00957832514827241,0.7626801172147514,106.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Ndufc1,1.0619276276325098,3.712544200364847,0.009956147750611708,0.7626801172147514,107.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Gria2,-0.7765559887552973,-3.9501529674421954,0.009997762340081413,0.7626801172147514,108.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC100364191,0.8459746697274206,3.8345298778363754,0.010190986768577336,0.7626801172147514,109.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Mmd,0.6799034095245423,3.6905086441720383,0.010251135973633837,0.7626801172147514,110.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Arap1,1.181638245814559,4.267776661362066,0.010360456915963247,0.7626801172147514,111.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Skiv2l2,0.9797534771228423,5.76345792752281,0.010381209103240011,0.7626801172147514,112.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Agtr1a,-0.5357912224170132,-3.721150273335397,0.0104192617048336,0.7626801172147514,113.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Urod,1.080227963563184,4.250523863659114,0.01045340427503416,0.7626801172147514,114.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Acaca,-1.2363697918994825,-3.8580550983058894,0.01052164300021635,0.7626801172147514,115.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tdrd3,-1.4046012578593778,-4.084230724525838,0.010790300584497637,0.7626801172147514,116.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Zfp386,-0.8881821763057889,-3.859131486725553,0.01088476004148288,0.7626801172147514,117.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Egln1,0.8785348587597673,3.864520178841317,0.011058696460536924,0.7626801172147514,118.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Fry,-1.225727290561272,-4.0130682257147265,0.011088657480219755,0.7626801172147514,119.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Atf4,1.2615786178609874,4.01156760438654,0.01114789423656712,0.7626801172147514,120.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cdc27,-1.2343521303076022,-3.794018640013197,0.011163175223299519,0.7626801172147514,121.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Mcee,0.9570081389775106,3.865929777941814,0.011171516360147047,0.7626801172147514,122.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Pparg,-0.3407011869552141,-3.892223913430397,0.011436280621288314,0.7626801172147514,123.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Dstn,1.5159325046078362,4.889545038635201,0.011523126679523635,0.7626801172147514,124.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tmem222,0.7616986655297211,4.185189669797717,0.011564653398899763,0.7626801172147514,125.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Klhdc1,-1.3008480166352276,-5.52359453575422,0.011689491445481924,0.7626801172147514,126.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Sec61b,0.8873128570496417,4.971293265436253,0.011725054657161397,0.7626801172147514,127.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Txndc9,-0.6489147225841494,-3.566447901473429,0.011847040892560097,0.7626801172147514,128.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Isoc2b,-1.1978821747229815,-3.5632065321521664,0.01198642791363261,0.7626801172147514,129.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rundc3b,-1.2943067964459534,-5.443733715160969,0.012172666548586215,0.7626801172147514,130.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06107859.1,0.8591542217081036,3.942027577406378,0.01242673409919216,0.7626801172147514,131.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Bloc1s5,0.7107278045735127,3.5291548606349825,0.012573239677555212,0.7626801172147514,132.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Trem2,0.828529318401728,5.374248584675922,0.012614520828696595,0.7626801172147514,133.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Riok3,-1.3163273716575417,-3.559737995988549,0.012856894484932706,0.7626801172147514,134.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Nsmaf,-0.8903305359549452,-3.5712139936626013,0.012893499758332339,0.7626801172147514,135.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Abhd17a,0.7579891827100241,3.551062949165606,0.013162665890599497,0.7626801172147514,136.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Osgep,0.9971390349239297,3.7816994708194844,0.013206460589978859,0.7626801172147514,137.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Yes1,-1.0792570482339667,-3.8235022621002144,0.013416164007033363,0.7626801172147514,138.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Mta3,-1.434817805620533,-4.079557414548305,0.013453776527578653,0.7626801172147514,139.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Acsl6,-0.7782980634903272,-4.133743868070278,0.013528293948264871,0.7626801172147514,140.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Hlf,-1.1444244817236944,-3.7820151626296643,0.013641000178112386,0.7626801172147514,141.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Nav3,-1.302186505840642,-3.55352842729021,0.01365755609085032,0.7626801172147514,142.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06006607.1,1.0190870453534755,3.47059154497259,0.013897683666764837,0.7626801172147514,143.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Coa3,0.9325892767328944,3.57602212426068,0.013961962502016131,0.7626801172147514,144.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Ppp1r12b,-1.6966091467400353,-4.031020932966139,0.014353365883812324,0.7626801172147514,145.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Nnt,1.0678222315845658,3.758098659180614,0.014417809342638501,0.7626801172147514,146.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Chst1,1.424000198655704,3.726399997087875,0.014638660285928326,0.7626801172147514,147.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Kcnab1,-1.27996480529443,-4.163086920779724,0.014678780852727162,0.7626801172147514,148.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Saraf,1.0585788841094395,3.529296575565728,0.014791967492546982,0.7626801172147514,149.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06009537.5,0.8041263104732572,3.95405353117942,0.014925917056307797,0.7626801172147514,150.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rpo1-3,1.2412329911696744,3.891887726979849,0.01496911900644406,0.7626801172147514,151.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cdc42bpg,0.6676558626319391,5.002697880887864,0.015369693364520539,0.7626801172147514,152.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Slc16a1,0.8600339653391563,3.4596236096615134,0.01548126436824308,0.7626801172147514,153.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Dhx29,0.8522167749976,4.120604441726053,0.01551057222358985,0.7626801172147514,154.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Synj1,-1.594551398586174,-3.3631869842695514,0.01568974308223927,0.7626801172147514,155.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Syap1,-1.199189487357999,-3.3398105751316467,0.01624651159206328,0.7626801172147514,156.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cstf3,0.9782605136633679,3.308052279350821,0.016247841400023815,0.7626801172147514,157.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Egfl6,0.782439408486227,3.569007647625811,0.016416274351414236,0.7626801172147514,158.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Fam193b,-1.1042474647697231,-3.62950836468776,0.016445904772992785,0.7626801172147514,159.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,RGD1559972,1.271422527599291,3.4213911670556647,0.016494960654879234,0.7626801172147514,160.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tns1,-1.211173922275374,-4.120542645421932,0.01658356026738385,0.7626801172147514,161.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tnpo1,0.5266192894748201,3.532990408413168,0.016786300647973318,0.7626801172147514,162.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Aebp2,-0.7470263793520369,-3.5005847471861125,0.017019584489687368,0.7626801172147514,163.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Eif4b,1.137352621200106,3.2740890979841004,0.017172754214490903,0.7626801172147514,164.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Sap18,0.9583319989051051,3.79484689084365,0.01717310614632877,0.7626801172147514,165.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Bag5,0.6081285747302156,4.481477157131483,0.017208873570110483,0.7626801172147514,166.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC690134,0.596344070101412,3.5651774371396674,0.017244277129284166,0.7626801172147514,167.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC100909857,0.5743116064825808,4.784786251830267,0.0173573848133259,0.7626801172147514,168.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Hmgb1,0.9403311439236263,3.69050498456016,0.01738078387591891,0.7626801172147514,169.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Gnb4,-1.1106715760276182,-3.7497678034257977,0.017432146387557895,0.7626801172147514,170.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Csad,1.0656637622792875,3.3020895117144518,0.01744143948202495,0.7626801172147514,171.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Wdr20,-0.8260141844751909,-3.2470042256963407,0.017597781370579803,0.7626801172147514,172.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Zmym3,-0.8026114943043107,-3.277798915982473,0.017780017875807064,0.7626801172147514,173.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC100910714,0.940010225104319,3.971711669532848,0.017887721192004144,0.7626801172147514,174.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,AABR06063030.3,1.519828574771988,3.2903371393103304,0.017955111499781806,0.7626801172147514,175.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Rbm42,0.9243174808891998,4.053157119079074,0.018107730210780184,0.7626801172147514,176.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Tmem147,0.9431977185903664,3.445067661905191,0.018141729460778903,0.7626801172147514,177.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,S100a13,1.5189516686336555,3.865292142211306,0.01852602054620758,0.7626801172147514,178.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,LOC499573,0.9247736083484775,3.753954468943891,0.018624816718270897,0.7626801172147514,179.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Ccdc77,1.1090230984510763,4.652028652948916,0.018734230830530593,0.7626801172147514,180.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cycs,1.0192209729820783,3.2839079630985424,0.01879878882754694,0.7626801172147514,181.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Zmat5,-0.9335603920828047,-3.1999448045022607,0.018869422119838535,0.7626801172147514,182.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Cask,-0.8137286872410624,-3.2569417087751935,0.01888274553078352,0.7626801172147514,183.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Notch2,-0.9906425863368095,-3.932565695978742,0.01889172754429695,0.7626801172147514,184.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Glul,1.2518242459988569,3.2888088440225873,0.01902212685945217,0.7626801172147514,185.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Dynll1,0.7312074766012571,3.855458922453494,0.01915830079304681,0.7626801172147514,186.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Prkcb,-1.8627818748976173,-3.176197215337969,0.019291224234828905,0.7626801172147514,187.0
GSE197622,dorDG_AstroSub1_FT_vs_Sham,Fam19a5,-0.6646229567578361,-3.172359486211803,0.019319670582794345,0.7626801172147514,188.0
