dataset,contrast,context,treated,control,program,measured_genes,n_treated,n_control,score_difference,hedges_g,standard_error,p_value,permutations,role,q_global,q_dataset
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,integration_composite,590,3,4,0.10067516974821414,0.5305123953019305,0.7819703789084549,0.42857142857142855,35,cell_type_map,0.6489028213166145,0.8679245283018868
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,neurogenesis,608,3,4,0.08911618355649095,0.4903634067793764,0.7793452126010405,0.42857142857142855,35,cell_type_map,0.6489028213166145,0.8679245283018868
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,neuron_differentiation,477,3,4,0.09817573271088664,0.538613754235867,0.7825240002444263,0.42857142857142855,35,cell_type_map,0.6489028213166145,0.8679245283018868
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,neuron_maturation,23,3,4,0.2752196810287186,1.3395128888527674,0.8733629321614251,0.08571428571428572,35,cell_type_map,0.21846965699208443,0.42933333333333334
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,neuronal_survival,93,3,4,0.1381296922348171,1.7412740278665295,0.9415608622630754,0.05714285714285714,35,cell_type_map,0.15637393767705382,0.39999999999999997
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,precursor_proliferation,42,3,4,0.13769708922635618,0.40529270356972846,0.774441444455305,0.5714285714285714,35,cell_type_map,0.772027972027972,0.9484536082474226
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,projection_development,337,3,4,0.14066941505763908,0.6088363635048039,0.7876557021223859,0.37142857142857144,35,cell_type_map,0.6025641025641025,0.8081081081081082
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,synapse_organization,203,3,4,0.06898626255917673,0.30848276743893094,0.7699672039210577,0.6,35,cell_type_map,0.7913199419305255,0.9630541871921181
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,synaptic_plasticity,125,3,4,0.0417320502773182,0.17084809134482123,0.7656711045644534,0.8571428571428571,35,cell_type_map,0.9441277080957811,1.0
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,extent_exclusive,210,3,4,0.008991143957585154,0.060662210304101835,0.7640034840949557,0.8,35,cell_type_map,0.9099099099099099,1.0
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,integration_exclusive,186,3,4,0.02742128567849165,0.1522907133305359,0.7652794126787978,0.8571428571428571,35,cell_type_map,0.9441277080957811,1.0
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,integration_bias,800,3,4,0.018786733032787883,0.10999157415549905,0.7645542151946151,0.8857142857142857,35,cell_type_map,0.9624296962879639,1.0
GSE197622,venDG_Microglia1_FT_vs_Sham,venDG:Microglia1,FT,Sham,exclusive_integration_bias,396,3,4,0.11816278452940841,0.19011416219354071,0.766125102577894,0.8,35,cell_type_map,0.9099099099099099,1.0
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,extent_composite,1263,4,5,-0.0008823662463985415,-0.006317944638991022,0.670822518385583,0.9920634920634921,126,cell_type_map,1.0,1.0
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,integration_composite,1180,4,5,-0.05659895390921518,-0.3856524347642103,0.6786924298363078,0.5238095238095238,126,cell_type_map,0.7333333333333333,0.9397849462365591
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,neurogenesis,1247,4,5,-0.0011146629075883957,-0.00798621927880814,0.6708237888542271,1.0,126,cell_type_map,1.0,1.0
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,neuron_differentiation,1000,4,5,-0.026838310240928295,-0.1890867730298944,0.6727212226544015,0.6904761904761905,126,cell_type_map,0.8502142443543717,0.9708879184861718
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,neuron_maturation,45,4,5,-0.14268793074082525,-0.47877985178118626,0.6829155012816956,0.4365079365079365,126,cell_type_map,0.6557801969932607,0.8730158730158729
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,neuronal_survival,184,4,5,-0.005292897936775971,-0.03681219537432218,0.6708925365153646,0.9761904761904762,126,cell_type_map,1.0,1.0
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,precursor_proliferation,89,4,5,-0.10530197648090184,-0.6292569390988714,0.691580193439224,0.31746031746031744,126,cell_type_map,0.5351948807446189,0.746147607461476
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,projection_development,681,4,5,-0.06585619786322658,-0.47451773653836676,0.6827029830172695,0.46825396825396826,126,cell_type_map,0.6812248995983935,0.9082998661311914
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,synapse_organization,389,4,5,-0.07880838920837968,-0.4227065411535631,0.6802667974475691,0.5158730158730159,126,cell_type_map,0.7264334305150633,0.9384808537350912
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,synaptic_plasticity,245,4,5,-0.07921546856899872,-0.4285137682375834,0.6805262695448686,0.5,126,cell_type_map,0.711340206185567,0.9384808537350912
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,extent_exclusive,473,4,5,0.10312961121476402,0.6789875921893772,0.6949318646121836,0.30158730158730157,126,cell_type_map,0.5183867141162515,0.746147607461476
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,integration_exclusive,390,4,5,-0.04331289984381832,-0.24830442632584032,0.674094900490015,0.6428571428571429,126,cell_type_map,0.8203434610303831,0.9708879184861718
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,integration_bias,1653,4,5,-0.44295005960325806,-1.9016472783671674,0.841608255124898,0.031746031746031744,126,cell_type_map,0.10611303344867358,0.39999999999999997
GSE197622,venDG_Microglia2_FT_vs_Sham,venDG:Microglia2,FT,Sham,exclusive_integration_bias,863,4,5,-1.0450797052037142,-1.8600885391815887,0.8349477902238086,0.031746031746031744,126,cell_type_map,0.10611303344867358,0.39999999999999997
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,extent_composite,1093,4,3,-0.15641546636035056,-0.741250067153331,0.7989233377107062,0.2857142857142857,35,cell_type_map,0.4972972972972973,0.7131782945736435
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,integration_composite,1036,4,3,-0.18927322196424867,-0.7796089112097622,0.8025660962046057,0.2571428571428571,35,cell_type_map,0.4574585635359116,0.673170731707317
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,neurogenesis,1078,4,3,-0.15594994612896046,-0.7450397208762435,0.7992757671177505,0.2857142857142857,35,cell_type_map,0.4972972972972973,0.7131782945736435
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,neuron_differentiation,861,4,3,-0.1766662422433939,-0.795850022944896,0.8041586032838749,0.2857142857142857,35,cell_type_map,0.4972972972972973,0.7131782945736435
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,neuron_maturation,40,4,3,-0.3110659190346337,-1.0499470344689636,0.8328098287438438,0.17142857142857143,35,cell_type_map,0.3508474576271186,0.552
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,neuronal_survival,166,4,3,-0.24602050955912233,-1.0115009182062293,0.8280378880742946,0.22857142857142856,35,cell_type_map,0.42113662852299216,0.6280602636534839
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,precursor_proliferation,78,4,3,-0.23324245903601243,-0.9702318288073694,0.8230846332525122,0.2,35,cell_type_map,0.3825742574257426,0.6075471698113208
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,projection_development,600,4,3,-0.181248384679558,-0.8084759605656412,0.8054170790432662,0.22857142857142856,35,cell_type_map,0.42113662852299216,0.6280602636534839
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,synapse_organization,343,4,3,-0.1697807464550919,-0.6825225116975152,0.7936731261865441,0.3142857142857143,35,cell_type_map,0.5345070422535211,0.746147607461476
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,synaptic_plasticity,220,4,3,-0.19809608448939026,-0.6690799134751738,0.7925276817846352,0.3142857142857143,35,cell_type_map,0.5345070422535211,0.746147607461476
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,extent_exclusive,396,4,3,-0.10891556305919894,-0.5274405511830047,0.7817625514416487,0.42857142857142855,35,cell_type_map,0.6489028213166145,0.8679245283018868
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,integration_exclusive,339,4,3,-0.20134370558861675,-0.6718287703118503,0.7927601926151481,0.34285714285714286,35,cell_type_map,0.5700516351118761,0.7829787234042553
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,integration_bias,1432,4,3,-0.034474177888949645,-0.7144469811157576,0.796477734915343,0.37142857142857144,35,cell_type_map,0.6025641025641025,0.8081081081081082
GSE197622,venDG_Mossy_FT_vs_Sham,venDG:Mossy,FT,Sham,exclusive_integration_bias,735,4,3,-0.1476455169472432,-0.9201050053900967,0.8173081765330165,0.22857142857142856,35,cell_type_map,0.42113662852299216,0.6280602636534839
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,extent_composite,1289,4,5,0.09732448997929702,0.44881536292653945,0.6814603662093679,0.5317460317460317,126,cell_type_map,0.7401536983669548,0.9397849462365591
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,integration_composite,1202,4,5,0.10127884752315178,0.5133908856304703,0.6847090206508183,0.4603174603174603,126,cell_type_map,0.6727181038830055,0.8983164983164982
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,neurogenesis,1272,4,5,0.09305293013196182,0.43091464944497976,0.6806345482135606,0.5634920634920635,126,cell_type_map,0.7666666666666667,0.9484536082474226
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,neuron_differentiation,1021,4,5,0.08289984888222475,0.3956292489300536,0.6791024803060159,0.6111111111111112,126,cell_type_map,0.796103267801381,0.9645969498910677
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,neuron_maturation,45,4,5,0.010183709119176335,0.04189061154410228,0.6709138130370897,0.9285714285714286,126,cell_type_map,0.9792576419213974,1.0
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,neuronal_survival,190,4,5,0.16112544247154442,0.5611293234997627,0.6873793981331926,0.48412698412698413,126,cell_type_map,0.6980099502487562,0.92
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,precursor_proliferation,94,4,5,0.19479516357831492,0.6572177088141229,0.6934352949925097,0.31746031746031744,126,cell_type_map,0.5351948807446189,0.746147607461476
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,projection_development,694,4,5,0.07379963707800323,0.3833126509412542,0.6785977447423479,0.6031746031746031,126,cell_type_map,0.7913199419305255,0.9630541871921181
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,synapse_organization,400,4,5,0.08939300025188451,0.392938035262423,0.6789908635802259,0.5158730158730159,126,cell_type_map,0.7264334305150633,0.9384808537350912
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,synaptic_plasticity,241,4,5,0.07563804994073159,0.36592219039626683,0.6779116593008477,0.5634920634920635,126,cell_type_map,0.7666666666666667,0.9484536082474226
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,extent_exclusive,483,4,5,0.1155201887041084,0.4420387213250255,0.6811439029388443,0.5396825396825397,126,cell_type_map,0.747008547008547,0.9397849462365591
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,integration_exclusive,396,4,5,0.13152060172625962,0.6373576667552925,0.6921098589185591,0.35714285714285715,126,cell_type_map,0.5867346938775511,0.8041958041958042
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,integration_bias,1685,4,5,0.06795789382268595,0.2894177371168667,0.6752651662525855,0.6031746031746031,126,cell_type_map,0.7913199419305255,0.9630541871921181
GSE197622,venDG_OPC_FT_vs_Sham,venDG:OPC,FT,Sham,exclusive_integration_bias,879,4,5,0.19881101375510773,0.34950241384092373,0.6772925057736783,0.5317460317460317,126,cell_type_map,0.7401536983669548,0.9397849462365591
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,extent_composite,1208,3,5,0.003041520302421676,0.009142443674483039,0.7303015121781518,1.0,56,cell_type_map,1.0,1.0
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,integration_composite,1135,3,5,-0.03862346964907383,-0.11757904988368466,0.7310850858468042,0.8214285714285714,56,cell_type_map,0.9302461899179367,1.0
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,neurogenesis,1192,3,5,0.003427307650613768,0.010256582769108989,0.7303027452987162,1.0,56,cell_type_map,1.0,1.0
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,neuron_differentiation,955,3,5,-0.029049144630535966,-0.08982489045274347,0.7307569426597355,0.8571428571428571,56,cell_type_map,0.9441277080957811,1.0
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,neuron_maturation,44,3,5,-0.10985442490881839,-0.31896312032931934,0.7360784306110669,0.6785714285714286,56,cell_type_map,0.8479948253557568,0.9708879184861718
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,neuronal_survival,172,3,5,0.09207222954933546,0.2708035885966207,0.7344688888122269,0.75,56,cell_type_map,0.8889570552147239,0.9979338842975206
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,precursor_proliferation,88,3,5,-0.018201163714581976,-0.05705220891671943,0.7304824293199595,0.8392857142857143,56,cell_type_map,0.9416376306620209,1.0
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,projection_development,657,3,5,-0.029164491589629797,-0.08632622900383013,0.7307218017032897,0.8571428571428571,56,cell_type_map,0.9441277080957811,1.0
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,synapse_organization,380,3,5,-0.10135355993474371,-0.3078030320338922,0.7356823763537075,0.6071428571428571,56,cell_type_map,0.7925675675675675,0.9630541871921181
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,synaptic_plasticity,236,3,5,-0.09774607787111636,-0.2879132602304567,0.7350110002247433,0.6785714285714286,56,cell_type_map,0.8479948253557568,0.9708879184861718
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,extent_exclusive,441,3,5,0.04497824516434961,0.1419029192641922,0.7314447141613928,0.8392857142857143,56,cell_type_map,0.9416376306620209,1.0
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,integration_exclusive,368,3,5,-0.07520757733572322,-0.25131906111772867,0.7338915264125151,0.6785714285714286,56,cell_type_map,0.8479948253557568,0.9708879184861718
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,integration_bias,1576,3,5,-0.15699043738295082,-2.0498495727338124,0.9399416325335044,0.03571428571428571,56,cell_type_map,0.11655405405405406,0.39999999999999997
GSE197622,venDG_Oligodend1_FT_vs_Sham,venDG:Oligodend1,FT,Sham,exclusive_integration_bias,809,3,5,-0.48371231090815403,-2.106300644173822,0.9502851503472987,0.03571428571428571,56,cell_type_map,0.11655405405405406,0.39999999999999997
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,extent_composite,1158,4,5,-0.00809618246840359,-0.06567313478535804,0.6710499747534528,0.873015873015873,126,cell_type_map,0.952919020715631,1.0
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,integration_composite,1090,4,5,-0.03241890854671495,-0.2571158208916409,0.6743308082490153,0.6904761904761905,126,cell_type_map,0.8502142443543717,0.9708879184861718
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,neurogenesis,1142,4,5,-0.00878441402256051,-0.07239905926532973,0.6710993977785633,0.8888888888888888,126,cell_type_map,0.9626307922272047,1.0
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,neuron_differentiation,920,4,5,-0.014155080058215978,-0.12300649569897697,0.6716254588674162,0.8571428571428571,126,cell_type_map,0.9441277080957811,1.0
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,neuron_maturation,41,4,5,-0.07717395295182036,-0.313485595520488,0.6760321853389841,0.6031746031746031,126,cell_type_map,0.7913199419305255,0.9630541871921181
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,neuronal_survival,167,4,5,0.04657537284119883,0.3635217403198913,0.6778194057672422,0.5634920634920635,126,cell_type_map,0.7666666666666667,0.9484536082474226
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,precursor_proliferation,83,4,5,-0.02729256245911154,-0.13086009043276986,0.6717314707566279,0.8253968253968254,126,cell_type_map,0.9336455893832942,1.0
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,projection_development,631,4,5,-0.025789410255135745,-0.2151313566317915,0.6732798983126363,0.7222222222222222,126,cell_type_map,0.8677446102819236,0.9812470698546647
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,synapse_organization,371,4,5,-0.020058995237532084,-0.12314242810833388,0.6716272381101427,0.8492063492063492,126,cell_type_map,0.9441277080957811,1.0
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,synaptic_plasticity,229,4,5,-0.06400956529525184,-0.39134345625744343,0.6789250800638316,0.5555555555555556,126,cell_type_map,0.7612293144208039,0.9484536082474226
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,extent_exclusive,424,4,5,0.023205521941183884,0.1694358604029374,0.6723470888712213,0.8015873015873016,126,cell_type_map,0.9099099099099099,1.0
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,integration_exclusive,356,4,5,-0.04528676886080328,-0.33345099915613813,0.6767142026438291,0.6428571428571429,126,cell_type_map,0.8203434610303831,0.9708879184861718
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,integration_bias,1514,4,5,-0.2262850718501275,-0.7455090900680096,0.6997848548647971,0.25396825396825395,126,cell_type_map,0.4560099132589839,0.673170731707317
GSE197622,venDG_Oligodend2_FT_vs_Sham,venDG:Oligodend2,FT,Sham,exclusive_integration_bias,780,4,5,-0.5949760041998858,-0.7675674514907711,0.7014861668826528,0.23015873015873015,126,cell_type_map,0.42113662852299216,0.6280602636534839
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,extent_composite,1439,7,4,-0.021068802629113547,-0.19710432800660507,0.6285025717063759,0.7545454545454545,330,response_validation,0.8910646810402312,0.8927016645326504
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,integration_composite,1322,7,4,0.029519763839721738,0.31072837290764305,0.6310476603394638,0.5909090909090909,330,response_validation,0.7913199419305255,0.8420650387863502
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,neurogenesis,1419,7,4,-0.021360389928429188,-0.19823475003137578,0.6285223229284423,0.7454545454545455,330,response_validation,0.8853398853398853,0.8927016645326504
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,neuron_differentiation,1144,7,4,-0.00831668574431715,-0.08208040081363502,0.6270816783422811,0.9090909090909091,330,response_validation,0.9703666499246609,0.9666283084004602
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,neuron_maturation,48,7,4,0.11354236150961397,0.5402073219483698,0.6395854786984736,0.37272727272727274,330,response_validation,0.6025641025641025,0.7054752654752654
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,neuronal_survival,213,7,4,-0.030743661723536167,-0.237216451302205,0.6292720757703116,0.696969696969697,330,response_validation,0.8527112232030264,0.8738127544097694
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,precursor_proliferation,105,7,4,-0.0631094791322881,-0.8351866560400399,0.6569696983480675,0.18484848484848485,330,response_validation,0.37434724604535924,0.46916221033868094
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,projection_development,758,7,4,0.01804573838732842,0.18360312005461385,0.6282753588250918,0.7424242424242424,330,response_validation,0.8848335388409372,0.8927016645326504
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,synapse_organization,416,7,4,0.08498827046228376,0.7544701378008881,0.6515218833308613,0.20909090909090908,330,response_validation,0.3968208608680121,0.4861588861588862
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,synaptic_plasticity,263,7,4,0.1305038947075752,1.201394254087541,0.687781325276474,0.07575757575757576,330,response_validation,0.20104895104895107,0.31818181818181823
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,extent_exclusive,549,7,4,-0.0932092390905751,-0.72060447032567,0.6493885745702094,0.24242424242424243,330,response_validation,0.44019138755980863,0.509090909090909
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,integration_exclusive,432,7,4,0.04206310768213125,0.4498871095187778,0.6356897820801403,0.44242424242424244,330,response_validation,0.6626074700493305,0.7212121212121212
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,integration_bias,1871,7,4,0.5782963823459468,1.9899532788174255,0.7828488793894882,0.012121212121212121,330,response_validation,0.05523156089193825,0.18275058275058276
GSE43261,dorsal_Responder_vs_Resistant,dorsal,Responder,Resistant,exclusive_integration_bias,981,7,4,1.26799273395476,1.8639653345792875,0.7654263641171881,0.00909090909090909,330,response_validation,0.04181818181818182,0.18275058275058276
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,extent_composite,1439,7,8,0.025056499540415667,0.2731073267670886,0.5203132682935268,0.6059052059052059,6435,response_reference,0.7925675675675675,0.8420650387863502
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,integration_composite,1322,7,8,0.06608092150681229,0.8045129280846688,0.5410647183577766,0.12074592074592075,6435,response_reference,0.26152591802816016,0.3622377622377622
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,neurogenesis,1419,7,8,0.024808266530680363,0.26808007398905176,0.5202127020731959,0.6114996114996115,6435,response_reference,0.796103267801381,0.8420650387863502
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,neuron_differentiation,1144,7,8,0.021791486138685458,0.25319184375614295,0.5199257278330298,0.6515928515928516,6435,response_reference,0.8292999929363566,0.8537062937062937
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,neuron_maturation,48,7,8,0.2421977968097121,1.7307371227758497,0.6189239018229121,0.004972804972804973,6435,response_reference,0.03685897435897435,0.18275058275058276
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,neuronal_survival,213,7,8,0.06098093922381405,0.6164681970400978,0.5314826414506579,0.23123543123543125,6435,response_reference,0.42225600486470055,0.509090909090909
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,precursor_proliferation,105,7,8,0.009449018129938536,0.08892916541807619,0.5178429413942354,0.8557886557886558,6435,response_reference,0.9441277080957811,0.9268065268065269
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,projection_development,758,7,8,0.03774380439737163,0.4662510727677358,0.5255647430344582,0.37793317793317793,6435,response_reference,0.6094882301893988,0.7054752654752654
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,synapse_organization,416,7,8,0.11995844251284112,1.051237682127376,0.5571005425970547,0.04926184926184926,6435,response_reference,0.1496444854935421,0.24584304584304587
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,synaptic_plasticity,263,7,8,0.1147846760824934,1.0817173164291218,0.5593402042705293,0.04568764568764569,6435,response_reference,0.14329307056579785,0.24584304584304587
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,extent_exclusive,549,7,8,-0.012699703380939488,-0.10456781758467376,0.517955304827035,0.8391608391608392,6435,response_reference,0.9416376306620209,0.9268065268065269
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,integration_exclusive,432,7,8,0.1026169866602129,1.1461529092250557,0.5642541777770687,0.03620823620823621,6435,response_reference,0.11776820261668748,0.24584304584304587
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,integration_bias,1871,7,8,0.5089214001581444,1.2890173930011082,0.5759891676914488,0.02035742035742036,6435,response_reference,0.07961646989987071,0.24428904428904433
GSE43261,dorsal_Responder_vs_control,dorsal,Responder,control,exclusive_integration_bias,981,7,8,1.1734232295724962,1.396456625064774,0.5855430359265141,0.0114996114996115,6435,response_reference,0.05264751046741568,0.18275058275058276
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,extent_composite,1439,4,8,0.038442780408977514,0.45817273009478693,0.620883332462811,0.44646464646464645,495,response_reference,0.6645375169258065,0.7212121212121212
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,integration_composite,1322,4,8,0.034545156116477634,0.4314151401474974,0.6199241495194587,0.4626262626262626,495,response_reference,0.6750709512038817,0.733218982275586
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,neurogenesis,1419,4,8,0.03902808437257006,0.46788976643447255,0.621245556665563,0.4404040404040404,495,response_reference,0.6606060606060606,0.7212121212121212
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,neuron_differentiation,1144,4,8,0.021206514982713174,0.27708945680258396,0.6154989263626359,0.6383838383838384,495,response_reference,0.8203434610303831,0.8511784511784511
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,neuron_maturation,48,4,8,0.08994711233765837,0.5350934118912791,0.623952119935875,0.4101010101010101,495,response_reference,0.6358869594824651,0.7212121212121212
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,neuronal_survival,213,4,8,0.08905285599755096,1.140850944914421,0.6633830295731165,0.07272727272727272,495,response_reference,0.1935386927122464,0.31818181818181823
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,precursor_proliferation,105,4,8,0.046519122278670194,0.3840181311153159,0.6183635631659299,0.5232323232323233,495,response_reference,0.7333333333333333,0.7829877724614566
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,projection_development,758,4,8,0.009629004447363015,0.11149919033843628,0.6128797626552098,0.8606060606060606,495,response_reference,0.946394865987165,0.9268065268065269
GSE43261,dorsal_Resistant_vs_control,dorsal,Resistant,control,synapse_organization,416,4,8,0.020755830511935334,0.17169789859937187,0.6135747781804366,0.7656565656565657,495,response_reference,0.8997861829978618,0.8932659932659932
